Code	Rank	Material1	Count	Material2	Count	Material3	Count
SR40	1	39	4	30155	4	31084	2
SR40	2	11	5				
SR40	3	11	5	30051	6	30011	4
SR40	4	12	8	30062	3		
SR40	5	12	8	30012	5	30062	3
SR40	6	12	8	31033	6		
SR40	7	13	8	30053	5	30013	4
SR40	8	13	8	30084	4	31083	4
SR40	9	13	12	31064	4	31074	8
SR40	10	13	15	30115	6	31014	7
SR40	11	13	8	31084	4	30083	5
SR40	12	13	12	30044	4	30094	7
SR40	13	13	15	30135	6	30014	7
SR40	14	13	8	31044	4	31073	6
SR40	15	13	12	31054	4	30104	8
SR40	16	13	15	30155	6	31024	2
SR40	17	3000	4	30115	2		
SR40	18	3000	4	3002	60	30135	3
SR40	19	3000	4	3001	20	30155	4
R315	0	43	5	30022	8	30042	5
R315	1	45	4	30135	4	31064	7
R315	2	11	5				
R315	3	11	5	30041	5	30021	4
R315	4	12	8	30052	4		
R315	5	12	8	30062	3	30032	3
R315	6	12	8	30023	7		
R315	7	13	8	31033	5	30043	4
R315	8	13	8	30094	4	31053	5
R315	9	13	12	30014	4	30084	8
R315	10	13	15	30135	6	31064	6
R315	11	13	8	30104	4	30063	4
R315	12	13	12	31024	4	31084	8
R315	13	13	15	30155	6	30044	2
R315	14	13	8	31034	4	30073	3
R315	15	13	12	30054	4	31044	8
R315	16	13	15	30145	6	31054	1
R315	17	3000	4	30145	2		
R315	18	3000	4	3002	60	30115	3
R315	19	3000	4	3001	20	30135	4
II02	0	43	5	30052	7	30012	7
II02	1	45	4	30115	4	31044	7
II02	2	11	5				
II02	3	11	5	30011	6	30061	4
II02	4	12	8	30022	5		
II02	5	12	8	30032	4	30042	4
II02	6	12	8	31013	5		
II02	7	13	8	31053	5	31023	3
II02	8	13	8	31034	4	31023	3
II02	9	13	12	30054	4	31044	8
II02	10	13	15	30155	6	31054	2
II02	11	13	8	30084	4	30033	7
II02	12	13	12	31064	4	31074	8
II02	13	13	15	30145	6	31014	1
II02	14	13	8	31084	4	31063	4
II02	15	13	12	30044	4	30094	7
II02	16	13	15	30115	6	30014	7
II02	17	3000	4	30115	2		
II02	18	3000	4	3002	60	30135	3
II02	19	3000	4	3001	20	30155	4
NM06	0	34	5	30062	6	30022	4
NM06	1	36	4	30135	4	31024	5
NM06	2	11	5				
NM06	3	11	5	30021	5	30051	4
NM06	4	12	8	30032	5		
NM06	5	12	8	30042	4	30022	3
NM06	6	12	8	31053	5		
NM06	7	13	8	30063	5	30033	2
NM06	8	13	8	30044	4	30103	3
NM06	9	13	12	31044	4	30094	8
NM06	10	13	15	30135	6	30014	7
NM06	11	13	8	31054	4	31043	6
NM06	12	13	12	31074	4	30104	7
NM06	13	13	15	30155	6	31024	2
NM06	14	13	8	31014	4	30023	10
NM06	15	13	12	30094	4	31034	7
NM06	16	13	15	30145	6	30054	1
REX1	0	28	5	30012	12	30022	5
REX1	1	30	4	30155	4	31034	2
REX1	2	11	5				
REX1	3	11	5	30031	6	30041	4
REX1	4	12	8	30042	4		
REX1	5	12	8	30052	4	30012	5
REX1	6	12	8	30063	4		
REX1	7	13	8	30073	5	31063	3
REX1	8	13	8	30014	4	31033	9
REX1	9	13	12	30104	4	31064	8
REX1	10	13	15	30115	6	31084	5
REX1	11	13	8	31024	4	30053	6
REX1	12	13	12	31034	4	30044	6
REX1	13	13	15	30135	6	31044	6
REX1	14	13	8	30054	4	31013	4
REX1	15	13	12	31064	4	31054	9
REX1	16	13	15	30155	6	31074	2
R169	0	22	5	30022	8	30032	5
R169	1	24	4	30145	4	30054	2
R169	2	11	5				
R169	3	11	5	30041	5	30021	4
R169	4	12	8	30052	4		
R169	5	12	8	30062	3	30032	3
R169	6	12	8	30073	7		
R169	7	13	8	31083	5	30103	1
R169	8	13	8	31084	4	31053	4
R169	9	13	12	30044	4	31014	8
R169	10	13	15	30145	6	30094	1
R169	11	13	8	31044	4	30063	5
R169	12	13	12	31054	4	30014	10
R169	13	13	15	30115	6	30104	6
R169	14	13	8	31074	4	30073	7
R169	15	13	12	31014	4	31024	9
R169	16	13	15	30135	6	31034	5
R169	17	3000	4	30135	2		
R169	18	3000	4	3002	60	30155	3
R169	19	3000	4	3001	20	30145	4
DB01	0	28	5	30032	8	30042	4
DB01	1	30	4	30115	4	31064	6
DB01	2	11	5				
DB01	3	11	5	30051	6	30011	4
DB01	4	12	8	30062	3		
DB01	5	12	8	30012	5	30062	3
DB01	6	12	8	31083	4		
DB01	7	13	8	30083	5	31043	3
DB01	8	13	8	30094	4	31083	5
DB01	9	13	12	30014	4	30054	8
DB01	10	13	15	30155	6	31064	2
DB01	11	13	8	30104	4	30083	5
DB01	12	13	12	31024	4	31084	8
DB01	13	13	15	30145	6	30044	1
DB01	14	13	8	31034	4	31073	3
DB01	15	13	12	30054	4	31044	8
DB01	16	13	15	30115	6	31054	6
R003	0	31	5	30042	8	30052	3
R003	1	33	4	30145	4	30014	2
R003	2	11	5				
R003	3	11	5	30061	4	30031	4
R003	4	12	8	30012	7		
R003	5	12	8	30022	4	30052	4
R003	6	12	8	30023	7		
R003	7	13	8	31053	5	30033	3
R003	8	13	8	31064	4	30013	10
R003	9	13	12	31084	4	31014	9
R003	10	13	15	30135	6	30094	6
R003	11	13	8	30044	4	30093	3
R003	12	13	12	31044	4	31094	9
R003	13	13	15	30155	6	30014	2
R003	14	13	8	31054	4	31023	7
R003	15	13	12	31074	4	30104	7
R003	16	13	15	30145	6	31024	1
RB01	0	22	4	30022	4	30032	3
RB01	1	24	3	30014	9	30023	18
RB01	2	11	4				
RB01	3	11	4	30021	7		
RB01	4	12	6	30032	3		
RB01	5	12	6	30042	4		
RB01	6	12	6	30053	4		
RB01	7	13	6	30053	2	30073	4
RB01	8	13	5	30074	3	30053	5
RB01	9	13	6	30094	3	30074	6
RB01	10	13	10	30115	4	30104	4
RB01	11	13	5	30084	3	30063	2
RB01	12	13	6	30104	3	30084	5
RB01	13	13	10	30125	4	30024	4
RB01	17	3000	2	31054	3		
RB01	18	3000	2	3002	20	30064	4
RB01	19	3000	2	3001	8	31034	5
PL02	0	37	4	30032	5	30042	3
PL02	1	39	3	30034	8	30013	16
PL02	2	11	4				
PL02	3	11	4	30031	7		
PL02	4	12	6	30042	3		
PL02	5	12	6	30052	4		
PL02	6	12	6	30063	3		
PL02	7	13	6	30073	3	30053	3
PL02	8	13	5	30084	3	30063	2
PL02	9	13	6	30104	3	30084	5
PL02	10	13	10	30135	4	30034	4
PL02	11	13	5	30094	3	30073	4
PL02	12	13	6	30014	3	30094	6
PL02	13	13	10	30115	4	30064	3
PL02	20	3000	2	30104	3		
PL02	21	3000	2	3002	20	30094	4
PL02	22	3000	2	3001	8	30084	5
USS1	0	37	4	30022	4	30032	3
USS1	1	39	3	30024	7	30103	11
USS1	2	11	4				
USS1	3	11	4	30021	7		
USS1	4	12	6	30032	3		
USS1	5	12	6	30042	4		
USS1	6	12	6	30053	4		
USS1	7	13	6	30063	2	30023	3
USS1	8	13	5	30074	3	30053	5
USS1	9	13	6	30094	3	30074	6
USS1	10	13	10	30125	4	30014	4
USS1	11	13	5	30084	3	30063	2
USS1	12	13	6	30104	3	30084	5
USS1	13	13	10	30135	4	30034	4
USS1	17	3000	2	31024	3		
USS1	18	3000	2	3002	20	31014	4
USS1	19	3000	2	3001	8	30044	5
RL04	0	31	4	30012	8	30022	2
RL04	1	33	3	30014	9	30093	10
RL04	2	11	4				
RL04	3	11	4	30011	10		
RL04	4	12	6	30022	3		
RL04	5	12	6	30032	5		
RL04	6	12	6	30043	4		
RL04	7	13	6	30053	2	30073	4
RL04	8	13	5	30064	2	30043	3
RL04	9	13	6	30084	3	30064	4
RL04	10	13	10	30115	4	30024	4
RL04	11	13	5	30074	3	30053	5
RL04	12	13	6	30094	3	30074	6
RL04	13	13	10	30125	4	30014	4
RL04	17	3000	2	30074	3		
RL04	18	3000	2	3002	20	30044	4
RL04	19	3000	2	3001	8	30104	5
RL01	0	31	4	30042	4	30012	3
RL01	1	33	3	30054	7	30013	18
RL01	2	11	4				
RL01	3	11	4	30041	5		
RL01	4	12	6	30052	3		
RL01	5	12	6	30062	3		
RL01	6	12	6	30093	3		
RL01	7	13	6	30103	2	30033	3
RL01	8	13	5	30014	3	30093	4
RL01	9	13	6	30034	3	30014	6
RL01	10	13	10	30115	4	30084	4
RL01	11	13	5	30024	3	30103	3
RL01	12	13	6	30044	3	30024	5
RL01	13	13	10	30125	4	30094	4
RL01	20	3000	2	30094	3		
RL01	21	3000	2	3002	20	30014	4
RL01	22	3000	2	3001	8	30064	5
R106	0	31	4	30052	4	30022	2
R106	1	33	3	30064	5	30023	17
R106	2	11	4				
R106	3	11	4	30051	5		
R106	4	12	6	30062	2		
R106	5	12	6	30012	8		
R106	6	12	6	30103	3		
R106	7	13	6	30013	4	30063	2
R106	8	13	5	30024	3	30103	3
R106	9	13	6	30044	3	30024	5
R106	10	13	10	30125	4	30094	4
R106	11	13	5	30034	3	30013	4
R106	12	13	6	30054	3	30034	5
R106	13	13	10	30135	4	30064	3
R106	17	3000	2	30084	3		
R106	18	3000	2	3002	20	30074	4
R106	19	3000	2	3001	8	31034	5
R001	0	28	3	30062	4	30042	4
R001	1	30	3	30014	10	30073	10
R001	2	11	4				
R001	3	11	4	30061	4		
R001	4	12	6	30012	4		
R001	5	12	6	30022	5		
R001	6	12	6	30053	4		
R001	7	13	6	30063	2	30023	3
R001	8	13	5	30074	3	30053	5
R001	9	13	6	30094	3	30074	6
R001	10	13	10	30135	4	30014	5
R001	11	13	5	30084	3	30063	2
R001	12	13	6	30104	3	30084	5
R001	13	13	10	30115	4	30074	5
R001	14	13	5	30094	3	30073	4
R001	15	13	6	30014	3	30094	6
R001	16	13	10	30125	4	30034	4
R001	20	3000	2	30034	3		
R001	21	3000	2	3002	20	30054	4
R001	22	3000	2	3001	8	30044	5
R001_2	8	13	5	31034	4	31013	4
R001_2	9	13	6	31024	4	30104	5
R001_2	10	13	10	30145	4	30074	4
R001_2	11	13	5	30054	4	31013	4
R001_2	12	13	6	31034	4	31014	5
R001_2	13	13	10	30145	4	30064	4
R001_2	17	3000	2	30104	3		
R001_2	18	3000	2	3002	20	31024	4
R001_2	19	3000	2	3001	8	31034	5
R001_3	8	13	5	31034	3	31073	1
R001_3	9	13	6	31064	3	30084	5
R001_3	10	13	10	30115	4	31054	4
R001_3	11	13	5	30074	4	30033	4
R001_3	12	13	6	31044	3	31034	5
R001_3	13	13	10	30125	4	31024	4
R001_3	17	3000	2	30064	3		
R001_3	18	3000	2	3002	20	31024	4
R001_3	19	3000	2	3001	8	30034	5
VC03	0	28	4	30012	7	30042	3
VC03	1	30	3	30024	7	30083	14
VC03	2	11	4				
VC03	3	11	4	30011	10		
VC03	4	12	6	30022	3		
VC03	5	12	6	30032	5		
VC03	6	12	6	30063	3		
VC03	7	13	6	30073	3	30053	3
VC03	8	13	5	30084	3	30063	2
VC03	9	13	6	30104	3	30084	5
VC03	10	13	10	30115	4	30074	5
VC03	11	13	5	30094	3	30073	4
VC03	12	13	6	30014	3	30094	6
VC03	13	13	10	30125	4	30034	4
VC03	20	3000	2	30044	3		
VC03	21	3000	2	3002	20	30104	4
VC03	22	3000	2	3001	8	30054	5
SK01	0	28	4	30022	4	30052	3
SK01	1	30	3	30034	7	30093	13
SK01	2	11	4				
SK01	3	11	4	30021	7		
SK01	4	12	6	30032	3		
SK01	5	12	6	30042	4		
SK01	6	12	6	30073	4		
SK01	7	13	6	30083	2	30103	3
SK01	8	13	5	30094	3	30073	4
SK01	9	13	6	30014	3	30094	6
SK01	10	13	10	30125	4	30034	4
SK01	11	13	5	30104	3	30083	2
SK01	12	13	6	30024	3	30104	5
SK01	13	13	10	30135	4	30044	3
SK01	20	3000	2	30094	3		
SK01	21	3000	2	3002	20	31044	4
SK01	22	3000	2	3001	8	31054	5
SW01	0	43	4	30012	7	30062	2
SW01	1	45	3	30084	7	30043	14
SW01	2	11	4				
SW01	3	11	4	30011	10		
SW01	4	12	6	30022	3		
SW01	5	12	6	30032	5		
SW01	6	12	6	30023	5		
SW01	7	13	6	30033	3	30083	3
SW01	8	13	5	30044	3	30023	1
SW01	9	13	6	30064	2	30044	5
SW01	10	13	10	30115	4	30034	4
SW01	11	13	5	30054	3	30033	3
SW01	12	13	6	30074	3	30054	5
SW01	13	13	10	30125	4	30054	3
SW01	20	3000	2	30104	3		
SW01	21	3000	2	3002	20	31024	4
SW01	22	3000	2	3001	8	30044	5
SG01	0	43	4	30052	4	30012	4
SG01	1	45	3	30084	8	30023	12
SG01	2	11	4				
SG01	3	11	4	30051	5		
SG01	4	12	6	30062	2		
SG01	5	12	6	30012	8		
SG01	6	12	6	30023	5		
SG01	7	13	6	30033	3	30083	3
SG01	8	13	5	30044	3	30023	1
SG01	9	13	6	30064	2	30044	5
SG01	10	13	10	30115	4	30094	4
SG01	11	13	5	30054	3	30033	3
SG01	12	13	6	30074	3	30054	5
SG01	13	13	10	30125	4	30084	3
SG01	17	3000	2	31054	3		
SG01	18	3000	2	3002	20	30054	4
SG01	19	3000	2	3001	8	30024	5
JC06	0	43	4	30012	6	30032	3
JC06	1	45	3	30044	6	30083	13
JC06	2	11	4				
JC06	3	11	4	30011	10		
JC06	4	12	6	30022	3		
JC06	5	12	6	30032	5		
JC06	6	12	6	30083	4		
JC06	7	13	6	30093	2	30013	4
JC06	8	13	5	30104	3	30083	2
JC06	9	13	6	30024	3	30104	5
JC06	10	13	10	30135	4	30034	4
JC06	11	13	5	30014	3	30093	4
JC06	12	13	6	30034	3	30014	6
JC06	13	13	10	30115	4	30064	3
JC06	17	3000	2	31044	3		
JC06	18	3000	2	3002	20	30104	4
JC06	19	3000	2	3001	8	30024	5
YD01	0	43	4	30062	3	30022	3
YD01	1	45	3	30094	8	30033	15
YD01	2	11	4				
YD01	3	11	4	30061	4		
YD01	4	12	6	30012	4		
YD01	5	12	6	30022	5		
YD01	6	12	6	30033	5		
YD01	7	13	6	30043	2	30093	3
YD01	8	13	5	30054	3	30033	3
YD01	9	13	6	30074	3	30054	5
YD01	10	13	10	30125	4	30084	3
YD01	11	13	5	30064	2	30043	3
YD01	12	13	6	30084	3	30064	4
YD01	13	13	10	30135	4	30074	5
YD01	20	3000	2	30104	3		
YD01	21	3000	2	3002	20	31024	4
YD01	22	3000	2	3001	8	30044	5
SR03	0	25	4	30052	4	30042	3
SR03	1	27	3	30024	9	30063	7
SR03	2	11	4				
SR03	3	11	4	30051	5		
SR03	4	12	6	30062	2		
SR03	5	12	6	30012	8		
SR03	6	12	6	30063	3		
SR03	7	13	6	30073	3	30053	3
SR03	8	13	5	30084	3	30063	2
SR03	9	13	6	30104	3	30084	5
SR03	10	13	10	30115	4	30024	4
SR03	11	13	5	30094	3	30073	4
SR03	12	13	6	30014	3	30094	6
SR03	13	13	10	30125	4	30014	4
SR03	17	3000	2	31014	3		
SR03	18	3000	2	3002	20	30094	4
SR03	19	3000	2	3001	8	31034	5
AA03	0	25	4	30032	5	30012	4
AA03	1	27	3	30084	8	30063	8
AA03	2	11	4				
AA03	3	11	4	30031	7		
AA03	4	12	6	30042	3		
AA03	5	12	6	30052	4		
AA03	6	12	6	30023	5		
AA03	7	13	6	30033	3	30083	3
AA03	8	13	5	30044	3	30023	1
AA03	9	13	6	30064	2	30044	5
AA03	10	13	10	30135	4	30074	5
AA03	11	13	5	30054	3	30033	3
AA03	12	13	6	30074	3	30054	5
AA03	13	13	10	30115	4	30104	4
AA03	20	3000	2	31014	3		
AA03	21	3000	2	3002	20	31044	4
AA03	22	3000	2	3001	8	31054	5
ST01	0	25	4	30062	3	30052	2
ST01	1	27	3	30034	7	30073	15
ST01	2	11	4				
ST01	3	11	4	30061	4		
ST01	4	12	6	30012	4		
ST01	5	12	6	30022	5		
ST01	6	12	6	30073	4		
ST01	7	13	6	30083	2	30103	3
ST01	8	13	5	30094	3	30073	4
ST01	9	13	6	30014	3	30094	6
ST01	10	13	10	30125	4	30014	4
ST01	11	13	5	30104	3	30083	2
ST01	12	13	6	30024	3	30104	5
ST01	13	13	10	30135	4	30034	4
ST01	20	3000	2	30054	3		
ST01	21	3000	2	3002	20	30084	4
ST01	22	3000	2	3001	8	30094	5
ST03	0	25	4	30052	4	30032	3
ST03	1	27	3	30104	7	30083	14
ST03	2	11	4				
ST03	3	11	4	30051	5		
ST03	4	12	6	30062	2		
ST03	5	12	6	30012	8		
ST03	6	12	6	30043	4		
ST03	7	13	6	30053	2	30073	4
ST03	8	13	5	30064	2	30043	3
ST03	9	13	6	30084	3	30064	4
ST03	10	13	10	30125	4	30024	4
ST03	11	13	5	30074	3	30053	5
ST03	12	13	6	30094	3	30074	6
ST03	13	13	10	30135	4	30014	5
ST03	20	3000	2	30064	3		
ST03	21	3000	2	3002	20	30024	4
ST03	22	3000	2	3001	8	30084	5
KZ03	0	25	4	30042	4	30022	3
KZ03	1	27	3	30094	8	30073	15
KZ03	2	11	4				
KZ03	3	11	4	30041	5		
KZ03	4	12	6	30052	3		
KZ03	5	12	6	30062	3		
KZ03	6	12	6	30033	5		
KZ03	7	13	6	30043	2	30093	3
KZ03	8	13	5	30054	3	30033	3
KZ03	9	13	6	30074	3	30054	5
KZ03	10	13	10	30115	4	30104	4
KZ03	11	13	5	30064	2	30043	3
KZ03	12	13	6	30084	3	30064	4
KZ03	13	13	10	30125	4	30024	4
KZ03	17	3000	2	30104	3		
KZ03	18	3000	2	3002	20	31044	4
KZ03	19	3000	2	3001	8	30034	5
JC05	0	40	4	30022	4	30042	3
JC05	1	42	3	30054	7	30093	11
JC05	2	11	4				
JC05	3	11	4	30021	7		
JC05	4	12	6	30032	3		
JC05	5	12	6	30042	4		
JC05	6	12	6	30093	3		
JC05	7	13	6	30103	2	30033	3
JC05	8	13	5	30014	3	30093	4
JC05	9	13	6	30034	3	30014	6
JC05	10	13	10	30115	4	30064	3
JC05	11	13	5	30024	3	30103	3
JC05	12	13	6	30044	3	30024	5
JC05	13	13	10	30125	4	30044	3
JC05	17	3000	2	30044	3		
JC05	18	3000	2	3002	20	30064	4
JC05	19	3000	2	3001	8	30084	5
USS2	0	40	4	30032	5	30052	2
USS2	1	42	3	30064	5	30103	9
USS2	2	11	4				
USS2	3	11	4	30031	7		
USS2	4	12	6	30042	3		
USS2	5	12	6	30052	4		
USS2	6	12	6	30103	3		
USS2	7	13	6	30013	4	30063	2
USS2	8	13	5	30024	3	30103	3
USS2	9	13	6	30044	3	30024	5
USS2	10	13	10	30125	4	30044	3
USS2	11	13	5	30034	3	30013	4
USS2	12	13	6	30054	3	30034	5
USS2	13	13	10	30135	4	30054	4
USS2	20	3000	2	31034	3		
USS2	21	3000	2	3002	20	30084	4
USS2	22	3000	2	3001	8	31024	5
RL05	0	40	4	30032	5	30062	2
RL05	1	42	3	30044	6	30103	11
RL05	2	11	4				
RL05	3	11	4	30031	7		
RL05	4	12	6	30042	3		
RL05	5	12	6	30052	4		
RL05	6	12	6	30083	4		
RL05	7	13	6	30093	2	30013	4
RL05	8	13	5	30104	3	30083	2
RL05	9	13	6	30024	3	30104	5
RL05	10	13	10	30135	4	30044	3
RL05	11	13	5	30014	3	30093	4
RL05	12	13	6	30034	3	30014	6
RL05	13	13	10	30115	4	30084	4
RL05	17	3000	2	30024	3		
RL05	18	3000	2	3002	20	30084	4
RL05	19	3000	2	3001	8	30014	5
PL05	0	40	4	30042	4	30062	2
PL05	1	42	3	30074	9	30013	17
PL05	2	11	4				
PL05	3	11	4	30041	5		
PL05	4	12	6	30052	3		
PL05	5	12	6	30062	3		
PL05	6	12	6	30013	5		
PL05	7	13	6	30023	3	30043	3
PL05	8	13	5	30034	3	30013	4
PL05	9	13	6	30054	3	30034	5
PL05	10	13	10	30135	4	30054	4
PL05	11	13	5	30044	3	30023	1
PL05	12	13	6	30064	2	30044	5
PL05	13	13	10	30115	4	30094	4
PL05	17	3000	2	31074	3		
PL05	18	3000	2	3002	20	31014	4
PL05	19	3000	2	3001	8	30094	5
BS01	0	22	4	30042	4	30052	2
BS01	1	24	3	30044	6	30023	18
BS01	2	11	4				
BS01	3	11	4	30041	5		
BS01	4	12	6	30052	3		
BS01	5	12	6	30062	3		
BS01	6	12	6	30073	4		
BS01	7	13	6	30083	2	30103	3
BS01	8	13	5	30094	3	30073	4
BS01	9	13	6	30014	3	30094	6
BS01	10	13	10	30115	4	30064	3
BS01	11	13	5	30104	3	30083	2
BS01	12	13	6	30024	3	30104	5
BS01	13	13	10	30125	4	30044	3
BS01	17	3000	2	30044	3		
BS01	18	3000	2	3002	20	30064	4
BS01	19	3000	2	3001	8	30084	5
AA02	0	22	4	30012	6	30052	3
AA02	1	24	3	30074	8	30053	15
AA02	2	11	4				
AA02	3	11	4	30011	10		
AA02	4	12	6	30022	3		
AA02	5	12	6	30032	5		
AA02	6	12	6	30103	3		
AA02	7	13	6	30013	4	30063	2
AA02	8	13	5	30024	3	30103	3
AA02	9	13	6	30044	3	30024	5
AA02	10	13	10	30115	4	30094	4
AA02	11	13	5	30034	3	30013	4
AA02	12	13	6	30054	3	30034	5
AA02	13	13	10	30125	4	30084	3
AA02	17	3000	2	31044	3		
AA02	18	3000	2	3002	20	31024	4
AA02	19	3000	2	3001	8	30074	5
GG03	0	22	4	30052	4	30062	2
GG03	1	24	3	30054	7	30033	16
GG03	2	11	4				
GG03	3	11	4	30051	5		
GG03	4	12	6	30062	2		
GG03	5	12	6	30012	8		
GG03	6	12	6	30083	4		
GG03	7	13	6	30093	2	30013	4
GG03	8	13	5	30104	3	30083	4
GG03	9	13	6	30024	3	30104	5
GG03	10	13	10	30125	4	30044	3
GG03	11	13	5	30014	3	30093	4
GG03	12	13	6	30034	3	30014	6
GG03	13	13	10	30135	4	30054	4
GG03	20	3000	2	30044	3		
GG03	21	3000	2	3002	20	30074	4
GG03	22	3000	2	3001	8	30094	5
SR01	0	22	4	30062	3	30012	4
SR01	1	24	3	30064	6	30043	10
SR01	2	11	4				
SR01	3	11	4	30061	4		
SR01	4	12	6	30012	4		
SR01	5	12	6	30022	5		
SR01	6	12	6	30093	3		
SR01	7	13	6	30103	2	30033	3
SR01	8	13	5	30014	3	30093	4
SR01	9	13	6	30034	3	30014	6
SR01	10	13	10	30135	4	30054	4
SR01	11	13	5	30024	3	30103	3
SR01	12	13	6	30044	3	30024	5
SR01	13	13	10	30115	4	30094	4
SR01	17	3000	2	30024	3		
SR01	18	3000	2	3002	20	30084	4
SR01	19	3000	2	3001	8	30014	5
FO02	0	34	4	30062	3	30032	3
FO02	1	36	3	30074	9	30033	16
FO02	2	11	4				
FO02	3	11	4	30061	4		
FO02	4	12	6	30012	4		
FO02	5	12	6	30022	5		
FO02	6	12	6	30013	5		
FO02	7	13	6	30023	3	30043	3
FO02	8	13	5	30034	3	30013	4
FO02	9	13	6	30054	3	30034	5
FO02	10	13	10	30135	4	30064	3
FO02	11	13	5	30044	3	30023	1
FO02	12	13	6	30064	2	30044	5
FO02	13	13	10	30115	4	30034	4
FO02	17	3000	2	30054	3		
FO02	18	3000	2	3002	20	30034	4
FO02	19	3000	2	3001	8	31024	5
BS02	0	34	4	30022	5	30012	3
BS02	1	36	3	30094	7	30053	15
BS02	2	11	4				
BS02	3	11	4	30021	7		
BS02	4	12	6	30032	3		
BS02	5	12	6	30042	4		
BS02	6	12	6	30033	5		
BS02	7	13	6	30043	2	30093	3
BS02	8	13	5	30054	3	30033	3
BS02	9	13	6	30074	3	30054	5
BS02	10	13	10	30125	4	30054	3
BS02	11	13	5	30064	2	30043	3
BS02	12	13	6	30084	3	30064	4
BS02	13	13	10	30135	4	30024	4
BS02	17	3000	2	30104	3		
BS02	18	3000	2	3002	20	30094	4
BS02	19	3000	2	3001	8	30084	5
MN02	0	34	4	30042	4	30032	3
MN02	1	36	3	30014	8	30053	15
MN02	2	11	4				
MN02	3	11	4	30041	5		
MN02	4	12	6	30052	3		
MN02	5	12	6	30062	3		
MN02	6	12	6	30053	4		
MN02	7	13	6	30063	2	30023	3
MN02	8	13	5	30074	3	30053	5
MN02	9	13	6	30094	3	30074	6
MN02	10	13	10	30125	4	30104	3
MN02	11	13	5	30084	3	30063	2
MN02	12	13	6	30104	3	30084	5
MN02	13	13	10	30115	4	30024	4
MN02	17	3000	2	31024	3		
MN02	18	3000	2	3002	20	30104	4
MN02	19	3000	2	3001	8	30064	5
PL04	0	34	4	30032	4	30022	3
PL04	1	36	3	30104	8	30063	8
PL04	2	11	4				
PL04	3	11	4	30031	7		
PL04	4	12	6	30042	3		
PL04	5	12	6	30052	4		
PL04	6	12	6	30043	4		
PL04	7	13	6	30053	2	30073	4
PL04	8	13	5	30064	2	30043	3
PL04	9	13	6	30084	3	30064	4
PL04	10	13	10	30135	4	30024	4
PL04	11	13	5	30074	3	30053	5
PL04	12	13	6	30094	3	30074	6
PL04	13	13	10	30125	4	30104	3
PL04	20	3000	2	30034	3		
PL04	21	3000	2	3002	20	31034	4
PL04	22	3000	2	3001	8	30074	5
VC05	0	37	4	30012	8	30022	8
VC05	1	39	3	30104	7	30043	13
VC05	2	11	4				
VC05	3	11	4	30011	10		
VC05	4	12	6	30022	3		
VC05	5	12	6	30032	5		
VC05	6	12	6	30043	4		
VC05	7	13	6	30053	3	30073	4
VC05	8	13	5	30064	2	30043	3
VC05	9	13	6	30084	3	30064	4
VC05	10	13	10	30135	4	30074	5
VC05	11	13	5	30074	3	30053	5
VC05	12	13	6	30094	3	30074	6
VC05	13	13	10	30115	4	30104	4
VC05	17	3000	2	31054	3		
VC05	18	3000	2	3002	20	30024	4
VC05	19	3000	2	3001	8	30044	5
LM08	0	22	4	30022	5	30062	2
LM08	1	24	3	30024	7	30033	17
LM08	2	11	4				
LM08	3	11	4	30031	7		
LM08	4	12	6	30042	3		
LM08	5	12	6	30052	4		
LM08	6	12	6	30063	3		
LM08	7	13	6	30073	3	30054	3
LM08	8	13	5	30084	3	30063	2
LM08	9	13	6	30104	3	30084	5
LM08	10	13	10	30125	4	30024	4
LM08	11	13	5	30094	3	30073	4
LM08	12	13	6	30014	3	30094	6
LM08	13	13	10	30135	4	30014	5
LM08	17	3000	2	30044	3		
LM08	18	3000	2	3002	20	30104	4
LM08	19	3000	2	3001	8	30054	5
R128	0	40	4	30052	4	30062	2
R128	1	42	3	30054	7	30063	10
R128	2	11	4				
R128	3	11	4	30051	5		
R128	4	12	6	30062	2		
R128	5	12	6	30012	8		
R128	6	12	6	30083	4		
R128	7	13	6	30093	2	30013	4
R128	8	13	5	30014	3	30093	4
R128	9	13	6	30034	3	30014	6
R128	10	13	10	30125	4	30034	4
R128	11	13	5	30024	3	30103	3
R128	12	13	6	30044	3	30024	5
R128	13	13	10	30135	4	30044	3
R128	17	3000	2	31024	3		
R128	18	3000	2	3002	20	30034	4
R128	19	3000	2	3001	8	30024	5
SS01	0	31	4	30042	4	30052	2
SS01	1	33	3	30044	7	30053	10
SS01	2	11	4				
SS01	3	11	4	30041	5		
SS01	4	12	6	30052	3		
SS01	5	12	6	30062	3		
SS01	6	12	6	30073	4		
SS01	7	13	6	30083	2	30103	3
SS01	8	13	5	30094	3	30073	4
SS01	9	13	6	30024	3	30104	5
SS01	10	13	10	30115	4	30074	5
SS01	11	13	5	30104	3	30083	2
SS01	12	13	6	30034	3	30014	6
SS01	13	13	10	30125	4	30034	4
SS01	17	3000	2	31054	3		
SS01	18	3000	2	3002	20	30064	4
SS01	19	3000	2	3001	8	31034	5
RR01	0	22	4	30032	5	30042	3
RR01	1	24	3	30034	7	30043	14
RR01	2	11	4				
RR01	3	11	4	30021	7		
RR01	4	12	6	30032	3		
RR01	5	12	6	30042	4		
RR01	6	12	6	30013	5		
RR01	7	13	6	30023	3	30043	3
RR01	8	13	5	30034	3	30013	4
